C;Ursa Minor;16.76615597;82
9.85796735;-14.84654997;9.45979217;-8.65868335	
9.45979217;-8.65868335;9.66425943;-1.14265722	
9.66425943;-1.14265722;9.23938701;2.31502422	
9.23938701;2.31502422;8.92324579;5.9455277	
8.92324579;5.9455277;8.72041287;3.39866539	
8.72041287;3.39866539;8.64595799;3.34147477	
8.64595799;3.34147477;8.62761315;5.70379868	
8.62761315;5.70379868;8.77962395;6.41890691	
8.77962395;6.41890691;8.92324579;5.9455277
C;Corvus;12.2;-22.2
12.57312057;-23.39662306;12.3426974;-22.21583387	
12.3426974;-22.21583387;12.16875718;-22.61979211	
12.16875718;-22.61979211;12.14020907;-24.72877993	
12.16875718;-22.61979211;12.26346329;-17.5419837	
12.26346329;-17.5419837;12.4977731;-16.51509397	
12.4977731;-16.51509397;12.3426974;-22.21583387	
12.4977731;-16.51509397;12.53457909;-16.19586556
C;Crater;11.5;-15.5
11.19430174;-22.82560642;10.9963191;-18.29909723	
10.9963191;-18.29909723;11.3223674;-14.77904358	
11.3223674;-14.77904358;11.41016816;-10.85938276	
11.41016816;-10.85938276;11.61137458;-9.80225368	
11.61137458;-9.80225368;11.93360653;-17.15080863	
11.93360653;-17.15080863;11.74604415;-18.35061467	
11.74604415;-18.35061467;11.41471755;-17.68401748	
11.41471755;-17.68401748;11.3223674;-14.77904358	
11.41471755;-17.68401748;11.19430174;-22.82560642
C;Sextans;10;-0.5
9.8751308;-8.10491559;10.13230432;-0.37162786	
10.13230432;-0.37162786;10.50486195;-0.63697208	
C;Crux;12.5;-59.5
12.5194248;-57.11256922;12.44331705;-63.09905586	
12.79536635;-59.68873246;12.25243248;-58.74890179
C;Centaurus;13.2;-49
13.76154628;-33.04336606;13.82409757;-34.45063035	
13.76154628;-33.04336606;13.86378478;-32.99401625	
13.76154628;-33.04336606;13.88681897;-31.92758624	
13.76154628;-33.04336606;13.34335154;-36.71208109	
13.34335154;-36.71208109;13.5174079;-39.40727983
13.5174079;-39.40727983;13.82508261;-41.68765971
13.82508261;-41.68765971;14.11147907;-36.36869575	
14.11147907;-36.36869575;14.34263313;-37.88526711	
14.34263313;-37.88526711;14.10077389;-41.17958035	
14.10077389;-41.17958035;13.97119018;-42.10070526	
13.97119018;-42.10070526;13.82508261;-41.68765971	
13.97119018;-42.10070526;14.5917921;-42.15774562	
14.5917921;-42.15774562;14.9860275;-42.10414199	
13.97119018;-42.10070526;13.97799204;-44.8035314	
13.97799204;-44.8035314;14.02874776;-45.60336989	
14.02874776;-45.60336989;13.92567635;-47.28826634
13.92567635;-47.28826634;13.82694662;-42.47368506	
13.82694662;-42.47368506;13.82508261;-41.68765971	
13.92567635;-47.28826634;12.69200138;-48.95988553
13.92567635;-47.28826634;13.66479797;-53.46636269	
13.66479797;-53.46636269;14.66136068;-60.83514707	
13.66479797;-53.46636269;14.06373459;-60.3729784	
13.66479797;-53.46636269;12.69200138;-48.95988553	
12.69200138;-48.95988553;12.46733655;-50.2306048
12.46733655;-50.2306048;12.19420872;-52.36841559	
12.19420872;-52.36841559;11.59636896;-63.01982488	
12.46733655;-50.2306048;12.13931767;-50.72240999	
12.13931767;-50.72240999;11.35012284;-54.49101395
C;Aquarius;22.6;-8
20.79459238;-9.49568988;20.87755716;-8.98323782	
20.87755716;-8.98323782;21.15988689;-11.37165474	
21.15988689;-11.37165474;21.52597796;-5.57115593	
21.52597796;-5.57115593;22.10727926;-13.86954013	
21.52597796;-5.57115593;22.09639591;-0.31982656
22.09639591;-0.31982656;22.42128123;1.37739245	
22.42128123;1.37739245;22.58925803;-0.11736123	
22.58925803;-0.11736123;22.36091665;-1.38735315	
22.36091665;-1.38735315;22.09639591;-0.31982656	
22.09639591;-0.31982656;22.28054621;-7.78323706	
22.28054621;-7.78323706;22.87690679;-7.57967878
22.87690679;-7.57967878;22.8265305;-13.59253756	
22.8265305;-13.59253756;22.91084423;-15.82075994	
22.91084423;-15.82075994;23.26479915;-9.08769554
23.26479915;-9.08769554;22.87690679;-7.57967878	
23.26479915;-9.08769554;23.23870347;-6.0485268	
22.87690679;-7.57967878;23.23870347;-6.0485268	
23.26479915;-9.08769554;23.38286152;-20.10034505	
23.38286152;-20.10034505;23.43411593;-20.64186122	
23.43411593;-20.64186122;23.55461808;-20.91452506	
23.26479915;-9.08769554;23.15743391;-21.17248555	
23.15743391;-21.17248555;23.16524358;-22.45759248	
23.16524358;-22.45759248;23.11133535;-23.7431168
C;Capricornus;21;-18
20.29412669;-12.50821403;20.35017956;-14.78140119	
20.35017956;-14.78140119;20.48100657;-17.81366828
20.48100657;-17.81366828;20.76826836;-25.27051682	
20.76826836;-25.27051682;20.86369338;-26.91912642	
20.48100657;-17.81366828;21.0734235;-19.85493122	
21.0734235;-19.85493122;21.11880151;-25.00574796	
21.0734235;-19.85493122;21.09910538;-17.23271095	
21.09910538;-17.23271095;20.35017956;-14.78140119	
21.09910538;-17.23271095;21.3707715;-16.83455521
21.09910538;-17.23271095;21.44445214;-22.41137838	
21.44445214;-22.41137838;21.47869889;-21.80716659	
21.47869889;-21.80716659;21.3707715;-16.83455521	
21.3707715;-16.83455521;21.66815062;-16.66225343	
21.66815062;-16.66225343;21.78396813;-16.12656595
C;Piscis Austrinus;22.5;-28.6
22.96078488;-29.62183701;22.87543275;-32.87545019	
22.87543275;-32.87545019;22.52508043;-32.34602798	
22.52508043;-32.34602798;22.13970922;-32.98839827
22.13970922;-32.98839827;21.74910772;-33.02555306	
21.74910772;-33.02555306;21.79560369;-30.89830582	
21.79560369;-30.89830582;22.13970922;-32.98839827	
22.13970922;-32.98839827;22.67759043;-27.0436148	
22.67759043;-27.0436148;22.96078488;-29.62183701
C;Sculptor;0.2;-31.5
23.5494967;-37.81835895;23.31372966;-32.53183574	
23.31372966;-32.53183574;23.81541108;-28.1300148	
23.81541108;-28.1300148;0.35866009;-28.98129509	
0.35866009;-28.98129509;0.97676274;-29.35746436	
C;Eridanus;4;-26	
1.62854213;-57.23666007;1.93245347;-51.60958673	
1.93245347;-51.60958673;2.27513896;-51.51211145	
2.27513896;-51.51211145;2.44975138;-47.70382692	
2.44975138;-47.70382692;2.6777588;-39.85530905	
2.6777588;-39.85530905;2.97103212;-40.30473491	
2.97103212;-40.30473491;3.33145134;-43.07154929	
3.33145134;-43.07154929;3.80995081;-37.62012878	
3.80995081;-37.62012878;3.82424469;-36.2001125
3.82424469;-36.2001125;4.29822737;-33.79833145
4.29822737;-33.79833145;4.40060148;-34.01698632
4.40060148;-34.01698632;4.55850819;-29.76583186	
4.55850819;-29.76583186;3.99874336;-24.01625677	
3.99874336;-24.01625677;3.89518971;-24.61221253	
3.89518971;-24.61221253;3.78083028;-23.248438	
3.78083028;-23.248438;3.56312442;-21.63281597	
3.56312442;-21.63281597;3.32526935;-21.7579421	
3.32526935;-21.7579421;3.03988697;-23.62433613	
3.03988697;-23.62433613;2.75166151;-18.57265077	
2.75166151;-18.57265077;2.94044549;-8.89760976	
2.94044549;-8.89760976;3.549006;-9.45830584	
3.549006;-9.45830584;3.72082113;-9.76519868	
3.72082113;-9.76519868;3.76902844;-12.1017353	
3.76902844;-12.1017353;3.96714724;-13.50824471	
3.96714724;-13.50824471;4.19775922;-6.8377787	
4.19775922;-6.8377787;4.60531682;-3.352448	
4.60531682;-3.352448;4.7583725;-3.25462465	
4.7583725;-3.25462465;4.88157788;-5.45275591	
4.88157788;-5.45275591;5.13084276;-5.08626282	
5.13084276;-5.08626282;5.15243971;-8.75407607
C;Fornax;3;-29.7
3.20118888;-28.98910623;2.8181554;-32.40628403	
2.8181554;-32.40628403;2.07484168;-29.29683966
C;Phoenix;0.5;-46
0.43801871;-42.30512197;0.15681663;-45.74698836	
0.15681663;-45.74698836;0.43669894;-43.67990933	
0.43669894;-43.67990933;0.43801871;-42.30512197	
0.43669894;-43.67990933;0.68877111;-46.08500934	
0.68877111;-46.08500934;1.13973891;-55.24583235
0.68877111;-46.08500934;1.47276157;-43.31772906	
0.68877111;-46.08500934;1.10141847;-46.71849042	
1.10141847;-46.71849042;1.13973891;-55.24583235	
1.10141847;-46.71849042;1.47276157;-43.31772906	
1.10141847;-46.71849042;1.5208282;-49.07307701	
1.10141847;-46.71849042;1.89411658;-46.30244631	
C;Grus;22.6;-46.5
21.8987928;-37.3648229;22.10191767;-39.54304903
22.10191767;-39.54304903;22.13718789;-46.96061593	
22.13718789;-46.96061593;22.48782057;-43.49555433	
22.48782057;-43.49555433;23.1146579;-43.52032436	
23.1146579;-43.52032436;23.17261887;-45.24664747	
23.17261887;-45.24664747;22.71109302;-46.88456594	
22.71109302;-46.88456594;22.13718789;-46.96061593	
22.71109302;-46.88456594;22.80922142;-51.31670354	
22.71109302;-46.88456594;23.01468731;-52.75410562
C;Antlia;10.2;-33
10.94527675;-37.1374629;10.4525433;-31.06780228	
10.4525433;-31.06780228;9.73670284;-27.76956287	
9.73670284;-27.76956287;9.48742707;-35.9513478
C;Argo;7.3;-52
C;Puppis;7.5;-36.5
C;Pyxis;8.9;-29.5
C;Vela;9.5;-49
C;Carina;9.7;-65
8.84222536;-27.71005869;8.72654096;-33.18641133	
8.72654096;-33.18641133;8.66837126;-35.30830091	
8.66837126;-35.30830091;8.0597417;-40.00318846
8.0597417;-40.00318846;8.12575059;-24.30443677	
8.12575059;-24.30443677;7.82157187;-24.85978401	
7.82157187;-24.85978401;7.64718924;-26.8038924	
7.64718924;-26.8038924;7.28571226;-37.09748689	
7.28571226;-37.09748689;6.62935324;-43.19592394	
6.62935324;-43.19592394;6.39919184;-52.69571799	
6.39919184;-52.69571799;9.22006688;-69.71747245	
9.22006688;-69.71747245;10.22896636;-70.03792169	
10.22896636;-70.03792169;10.71595186;-64.39447937	
10.71595186;-64.39447937;10.5337455;-61.68536031
10.5337455;-61.68536031;10.28472369;-61.33231977
10.28472369;-61.33231977;9.28484122;-59.27526115
9.28484122;-59.27526115;8.37524019;-59.50953829	
8.37524019;-59.50953829;7.94631715;-52.98240062	
7.94631715;-52.98240062;8.15887648;-47.33661177
8.15887648;-47.33661177;8.0597417;-40.00318846	
9.28484122;-59.27526115;8.7450548;-54.70856797	
8.7450548;-54.70856797;9.36856367;-55.01069531	
9.36856367;-55.01069531;9.94770968;-54.5677973	
9.94770968;-54.5677973;10.77947836;-49.42012517	
10.77947836;-49.42012517;10.62173798;-48.22561631
10.62173798;-48.22561631;10.24563159;-42.12206281
10.24563159;-42.12206281;9.51169804;-40.46688763	
9.51169804;-40.46688763;9.13327141;-43.43262406	
9.13327141;-43.43262406;8.15887648;-47.33661177	
8.15887648;-47.33661177;8.7450548;-54.70856797
C;Volans;8;-68.5
9.04077745;-66.39584369;8.13217799;-68.61713647	
9.04077745;-66.39584369;8.42895729;-66.13652042	
8.42895729;-66.13652042;8.13217799;-68.61713647	
8.13217799;-68.61713647;8.33027654;-71.51499632	
8.13217799;-68.61713647;7.69699889;-72.60613528	
8.13217799;-68.61713647;7.14509485;-70.49734046	
8.13217799;-68.61713647;7.28050856;-67.95717248	
7.69699889;-72.60613528;7.14509485;-70.49734046	
C;Caelum;4.6;-39.2
4.67606197;-41.86357034;4.7009573;-37.14476616
C;Columba;6;-35.6
5.5202043;-35.47043592;5.66081665;-34.07404941	
5.66081665;-34.07404941;5.84932022;-35.76929225	
5.84932022;-35.76929225;5.98577514;-42.81510761	
5.98577514;-42.81510761;5.95894774;-35.28330688	
5.95894774;-35.28330688;5.84932022;-35.76929225	
5.95894774;-35.28330688;6.36856809;-33.43627251	
5.95894774;-35.28330688;6.27587093;-35.14073157	
6.36856809;-33.43627251;6.27587093;-35.14073157	
C;Pictor;6;-56
6.80320475;-61.94197988;5.7880787;-51.06671329
5.7880787;-51.06671329;5.83043799;-56.1664886	
5.83043799;-56.1664886;6.80320475;-61.94197988	
C;Dorado;5;-57.5
4.26708095;-51.48709578;4.56658845;-55.04500559	
4.56658845;-55.04500559;5.09185843;-57.47298928	
5.09185843;-57.47298928;5.5604212;-62.48985585	
5.5604212;-62.48985585;5.74622751;-65.7355408	
5.5604212;-62.48985585;5.90163891;-63.09102096
C;Horologium;3.5;-50.5
4.23335592;-42.29387294;2.70921068;-50.80082665	
2.70921068;-50.80082665;2.6234069;-52.54308845	
2.6234069;-52.54308845;2.67766108;-54.54992422	
2.67766108;-54.54992422;3.06025103;-59.73761994	
3.06025103;-59.73761994;2.979935;-64.07129717
C;Reticulum;4;-62
4.24039753;-62.47397888;3.73654302;-64.80709398	
3.73654302;-64.80709398;3.97909374;-61.40015059	
3.97909374;-61.40015059;4.27474542;-59.30174841	
4.27474542;-59.30174841;4.24039753;-62.47397888
C;Hydrus;2.5;-73.5
1.97940884;-61.56992444;1.91555967;-67.64748114	
1.91555967;-67.64748114;2.36250639;-68.6594239	
2.36250639;-68.6594239;2.75903683;-67.616724	
2.75903683;-67.616724;3.78728653;-74.23924251	
3.78728653;-74.23924251;0.42755612;-77.25503511
C;Mensa;5.5;-73.5
6.17061203;-74.7525279;5.53129495;-76.3416634	
5.53129495;-76.3416634;4.91976102;-74.93700232	
4.91976102;-74.93700232;5.04527913;-71.31432608
C;Chamaeleon;10.6;-79.8
8.30868523;-76.91998251;8.34413553;-77.4845764	
8.34413553;-77.4845764;10.76309326;-80.54020283	
10.76309326;-80.54020283;12.30581775;-79.31226899	
12.30581775;-79.31226899;10.59117177;-78.60781379	
10.59117177;-78.60781379;8.30868523;-76.91998251
C;Musca;12.5;-69
12.61974547;-69.13553358;12.77135267;-68.10809405	
12.61974547;-69.13553358;13.03771597;-71.54879865	
12.61974547;-69.13553358;12.54114193;-72.1329759	
12.61974547;-69.13553358;12.29295453;-67.96067161	
12.29295453;-67.96067161;11.76015759;-66.72884344
C;Octans;20.5;-83.3
21.69124253;-77.38946215;14.44881687;-83.66785308	
14.44881687;-83.66785308;22.76770092;-81.38161731	
22.76770092;-81.38161731;21.69124253;-77.38946215
C;Apus;15.5;-78
14.79770171;-79.04471242;16.33912085;-78.69565609	
16.33912085;-78.69565609;16.55762893;-78.89695917	
16.55762893;-78.89695917;16.71817212;-77.51657182
C;Circinus;15;-62.5
15.29193339;-58.80087882;14.70852362;-64.97456957	
14.70852362;-64.97456957;15.38962715;-59.32069839	
C;Triangulum Australe;16;-66.9
16.81107382;-69.02763503;15.91911334;-63.42974973	
15.91911334;-63.42974973;15.61199636;-66.31690469	
15.61199636;-66.31690469;15.31519133;-68.67946723	
15.31519133;-68.67946723;16.81107382;-69.02763503	
C;Norma;16.1;-49
16.05357227;-49.22972074;16.33071322;-50.15537923	
16.33071322;-50.15537923;16.45306883;-47.5547359	
C;Telescopium;18.5;-47
18.18716006;-45.95432704;18.44956396;-45.96832919	
18.44956396;-45.96832919;18.48048221;-49.07003097	
C;Corona Australis;19;-39.9	
18.81401959;-43.67999681;19.05189794;-42.09499443	
19.05189794;-42.09499443;19.13914805;-40.4966376	
19.13914805;-40.4966376;19.16715345;-39.34070677	
19.16715345;-39.34070677;19.15785508;-37.90423953	
19.15785508;-37.90423953;19.10695543;-37.06275714
C;Tucana;23.2;-62
22.30838283;-60.25949486;23.29050334;-58.23592762	
23.29050334;-58.23592762;0.52571132;-62.95808549	
0.52571132;-62.95808549;0.33386505;-64.8776232	
0.33386505;-64.8776232;23.99858613;-65.57707774	
23.99858613;-65.57707774;23.29050334;-58.23592762
C;Indus;21.2;-53.5
20.62610824;-47.29166239;20.73394074;-51.92084051	
20.73394074;-51.92084051;20.91349433;-58.4540947	
20.91349433;-58.4540947;21.96528638;-54.9925666	
20.91349433;-58.4540947;22.05484433;-56.77980602	
21.96528638;-54.9925666;22.05484433;-56.77980602
C;Microscopium;21;-36
20.83279986;-33.7796732;21.02151713;-32.25776681	
21.02151713;-32.25776681;21.29895737;-32.17248551	
21.29895737;-32.17248551;21.34599543;-40.80950852
C;Ara;17.5;-55.5
18.11052188;-50.09145462;17.53070044;-49.87598159	
17.53070044;-49.87598159;17.42166588;-55.52982397	
17.42166588;-55.52982397;17.42323884;-56.37768824	
17.42323884;-56.37768824;17.51832693;-60.68360667	
17.42323884;-56.37768824;16.97700854;-55.99005508	
16.97700854;-55.99005508;16.82975317;-59.04131648	
16.97700854;-55.99005508;16.99306851;-53.16049005	
16.99306851;-53.16049005;17.53070044;-49.87598159
C;Pavo;19.5;-68.5
20.42745823;-56.73488071;20.14496114;-66.17932101	
20.42745823;-56.73488071;21.44069225;-65.36814438	
21.44069225;-65.36814438;20.74932102;-66.20323826	
20.74932102;-66.20323826;20.14496114;-66.17932101	
20.14496114;-66.17932101;20.00983148;-72.91018443	
20.00983148;-72.91018443;18.71725939;-71.42772867	
18.71725939;-71.42772867;18.94917796;-67.23353511	
18.94917796;-67.23353511;20.14496114;-66.17932101	
18.94917796;-67.23353511;18.87028792;-62.18756062	
18.87028792;-62.18756062;18.38711682;-61.49390506
18.87028792;-62.18756062;18.14299745;-63.66804844	
18.14299745;-63.66804844;18.38711682;-61.49390506	
18.14299745;-63.66804844;17.76222289;-64.7237345																
